TOWN_NM,VILL_NM,DPP,KMT,total_vote,eligible_vote,HSN_NM,year
　太平區,　　中平里,1605,893,2538,3853,臺中市,2016
　太平區,　　中政里,1282,852,2182,3438,臺中市,2016
　太平區,　　平安里,944,511,1488,2116,臺中市,2016
　太平區,　　中興里,1458,711,2217,3233,臺中市,2016
　太平區,　　永平里,1433,888,2369,3672,臺中市,2016
　太平區,　　東平里,1404,935,2388,3713,臺中市,2016
　太平區,　　成功里,1384,802,2233,3507,臺中市,2016
　太平區,　　東和里,935,613,1577,2511,臺中市,2016
　太平區,　　建國里,992,763,1805,2728,臺中市,2016
　太平區,　　建興里,905,784,1733,2696,臺中市,2016
　太平區,　　坪林里,918,1039,2018,3025,臺中市,2016
　太平區,　　大興里,853,619,1500,2382,臺中市,2016
　太平區,　　勤益里,600,757,1392,2056,臺中市,2016
　太平區,　　光華里,1587,1424,3067,4667,臺中市,2016
　太平區,　　光明里,1048,1115,2219,3463,臺中市,2016
　太平區,　　中山里,906,962,1908,3531,臺中市,2016
　太平區,　　豐年里,1515,1278,2833,4139,臺中市,2016
　太平區,　　宜欣里,2317,1378,3749,5773,臺中市,2016
　太平區,　　宜佳里,1952,1459,3478,5545,臺中市,2016
　太平區,　　宜昌里,1360,851,2255,3557,臺中市,2016
　太平區,　　新坪里,2062,1960,4085,6409,臺中市,2016
　太平區,　　新吉里,1637,1458,3154,4783,臺中市,2016
　太平區,　　新城里,1488,1193,2746,4573,臺中市,2016
　太平區,　　新光里,2633,1563,4289,6344,臺中市,2016
　太平區,　　新興里,1479,872,2406,3653,臺中市,2016
　太平區,　　新高里,1726,1143,2924,4515,臺中市,2016
　太平區,　　新福里,1786,1455,3297,5043,臺中市,2016
　太平區,　　頭汴里,672,470,1156,1785,臺中市,2016
　太平區,　　聖和里,554,376,953,1508,臺中市,2016
　太平區,　　東汴里,472,239,724,1153,臺中市,2016
　太平區,　　興隆里,1186,828,2045,3064,臺中市,2016
　太平區,　　福隆里,1191,895,2128,3164,臺中市,2016
　太平區,　　黃竹里,288,161,456,659,臺中市,2016
　太平區,　　光隆里,1215,661,1900,2861,臺中市,2016
　太平區,　　永隆里,987,579,1589,2340,臺中市,2016
　太平區,　　德隆里,1899,921,2869,4422,臺中市,2016
　豐原區,　　豐原里,649,756,1435,2122,臺中市,2016
　豐原區,　　豐榮里,419,338,770,1076,臺中市,2016
　豐原區,　　頂街里,371,246,627,890,臺中市,2016
　豐原區,　　中山里,321,288,620,819,臺中市,2016
　豐原區,　　下街里,270,242,522,750,臺中市,2016
　豐原區,　　中陽里,1771,1782,3620,4896,臺中市,2016
　豐原區,　　大湳里,898,761,1679,2411,臺中市,2016
　豐原區,　　北湳里,978,937,1955,2811,臺中市,2016
　豐原區,　　東湳里,1670,1127,2856,3960,臺中市,2016
　豐原區,　　西湳里,3301,2321,5716,8013,臺中市,2016
　豐原區,　　豐西里,583,552,1152,1604,臺中市,2016
　豐原區,　　圳寮里,486,400,896,1184,臺中市,2016
　豐原區,　　豐圳里,1054,1128,2220,3130,臺中市,2016
　豐原區,　　富春里,300,296,606,763,臺中市,2016
　豐原區,　　葫蘆里,274,207,489,640,臺中市,2016
　豐原區,　　西安里,1818,1672,3552,4872,臺中市,2016
　豐原區,　　西勢里,736,703,1467,2026,臺中市,2016
　豐原區,　　中興里,830,1057,1921,2748,臺中市,2016
　豐原區,　　社皮里,3190,2822,6151,9111,臺中市,2016
　豐原區,　　三村里,2210,1815,4093,5852,臺中市,2016
　豐原區,　　東勢里,548,463,1029,1428,臺中市,2016
　豐原區,　　民生里,433,359,800,1104,臺中市,2016
　豐原區,　　田心里,1971,1860,3873,5934,臺中市,2016
　豐原區,　　豐田里,3478,3082,6649,9439,臺中市,2016
　豐原區,　　鎌村里,1642,1381,3070,4391,臺中市,2016
　豐原區,　　陽明里,876,902,1809,2573,臺中市,2016
　豐原區,　　南陽里,3391,3059,6546,9311,臺中市,2016
　豐原區,　　北陽里,4408,4006,8560,12028,臺中市,2016
　豐原區,　　東陽里,597,525,1132,1545,臺中市,2016
　豐原區,　　南村里,1957,1463,3472,4898,臺中市,2016
　豐原區,　　南田里,1176,994,2221,3071,臺中市,2016
　豐原區,　　南嵩里,1251,950,2241,3099,臺中市,2016
　豐原區,　　翁明里,726,662,1420,1982,臺中市,2016
　豐原區,　　翁子里,970,927,1931,2729,臺中市,2016
　豐原區,　　翁社里,793,661,1478,1981,臺中市,2016
　豐原區,　　朴子里,1328,928,2318,3177,臺中市,2016
　石岡區,　　石岡里,382,419,825,1175,臺中市,2016
　石岡區,　　萬安里,495,496,1014,1399,臺中市,2016
　石岡區,　　九房里,424,403,854,1190,臺中市,2016
　石岡區,　　金星里,434,401,848,1237,臺中市,2016
　石岡區,　　龍興里,204,226,446,637,臺中市,2016
　石岡區,　　萬興里,460,499,993,1388,臺中市,2016
　石岡區,　　梅子里,564,611,1204,1747,臺中市,2016
　石岡區,　　土牛里,285,375,681,977,臺中市,2016
　石岡區,　　德興里,380,577,979,1428,臺中市,2016
　石岡區,　　和盛里,324,492,824,1175,臺中市,2016
　新社區,　　新社里,926,1195,2150,3046,臺中市,2016
　新社區,　　復盛里,440,651,1115,1772,臺中市,2016
　新社區,　　中正里,419,512,946,1308,臺中市,2016
　新社區,　　月湖里,331,345,686,961,臺中市,2016
　新社區,　　崑山里,456,370,838,1125,臺中市,2016
　新社區,　　大南里,506,734,1268,1833,臺中市,2016
　新社區,　　永源里,924,1084,2042,2807,臺中市,2016
　新社區,　　中興里,87,335,434,589,臺中市,2016
　新社區,　　協成里,814,993,1837,2699,臺中市,2016
　新社區,　　東興里,313,459,806,1201,臺中市,2016
　新社區,　　慶西里,297,298,608,884,臺中市,2016
　新社區,　　中和里,102,311,418,588,臺中市,2016
　新社區,　　福興里,292,483,790,1163,臺中市,2016
　東勢區,　　北興里,260,544,821,1275,臺中市,2016
　東勢區,　　中寧里,205,328,546,791,臺中市,2016
　東勢區,　　東安里,294,417,722,1029,臺中市,2016
　東勢區,　　南平里,460,821,1297,1807,臺中市,2016
　東勢區,　　延平里,664,860,1537,2236,臺中市,2016
　東勢區,　　上新里,263,418,689,949,臺中市,2016
　東勢區,　　廣興里,334,588,939,1357,臺中市,2016
　東勢區,　　泰昌里,850,1349,2239,3236,臺中市,2016
　東勢區,　　中嵙里,475,698,1197,1836,臺中市,2016
　東勢區,　　福隆里,786,1454,2273,3358,臺中市,2016
　東勢區,　　隆興里,338,545,902,1436,臺中市,2016
　東勢區,　　新盛里,1375,1823,3262,4785,臺中市,2016
　東勢區,　　詒福里,508,558,1085,1575,臺中市,2016
　東勢區,　　上城里,329,355,692,971,臺中市,2016
　東勢區,　　下城里,285,300,596,860,臺中市,2016
　東勢區,　　慶東里,559,626,1209,1801,臺中市,2016
　東勢區,　　慶福里,390,416,826,1314,臺中市,2016
　東勢區,　　東新里,504,763,1282,1842,臺中市,2016
　東勢區,　　粵寧里,609,710,1342,1931,臺中市,2016
　東勢區,　　下新里,509,571,1108,1635,臺中市,2016
　東勢區,　　興隆里,434,370,816,1160,臺中市,2016
　東勢區,　　茂興里,483,623,1131,1714,臺中市,2016
　東勢區,　　泰興里,215,266,493,711,臺中市,2016
　東勢區,　　埤頭里,247,274,529,659,臺中市,2016
　東勢區,　　明正里,391,444,850,1305,臺中市,2016
　和平區,　　南勢里,393,504,916,1430,臺中市,2016
　和平區,　　天輪里,93,141,237,411,臺中市,2016
　和平區,　　博愛里,188,320,517,875,臺中市,2016
　和平區,　　自由里,83,222,314,525,臺中市,2016
　和平區,　　達觀里,157,183,351,533,臺中市,2016
　和平區,　　中坑里,97,205,309,418,臺中市,2016
　和平區,　　梨山里,184,282,474,1138,臺中市,2016
　和平區,　　平等里,54,105,160,327,臺中市,2016
　北投區,　　建民里,1416,1030,2565,3644,臺北市,2016
　北投區,　　文林里,1396,998,2542,3605,臺北市,2016
　北投區,　　石牌里,1759,1261,3240,4599,臺北市,2016
　北投區,　　福興里,2100,1758,4106,5779,臺北市,2016
　北投區,　　榮光里,2035,1846,4131,6032,臺北市,2016
　北投區,　　榮華里,2101,2127,4427,6324,臺北市,2016
　北投區,　　裕民里,2165,2016,4489,6491,臺北市,2016
　北投區,　　振華里,2094,2111,4523,6469,臺北市,2016
　北投區,　　永和里,2666,2241,5175,7632,臺北市,2016
　北投區,　　永欣里,2007,2216,4438,6458,臺北市,2016
　北投區,　　永明里,1349,1319,2844,3958,臺北市,2016
　北投區,　　東華里,1176,1325,2671,3668,臺北市,2016
　北投區,　　吉利里,1808,1863,3950,5586,臺北市,2016
　北投區,　　吉慶里,1677,1229,3072,4284,臺北市,2016
　北投區,　　尊賢里,1540,1052,2761,3912,臺北市,2016
　北投區,　　立賢里,1660,1267,3105,4482,臺北市,2016
　北投區,　　立農里,2790,2183,5264,7461,臺北市,2016
　北投區,　　八仙里,1685,1276,3130,4581,臺北市,2016
　北投區,　　洲美里,847,349,1244,1813,臺北市,2016
　北投區,　　奇岩里,2946,2432,5692,8175,臺北市,2016
　北投區,　　清江里,2744,2052,5081,8259,臺北市,2016
　北投區,　　中央里,2775,1926,4954,7317,臺北市,2016
　北投區,　　長安里,1781,1377,3364,5158,臺北市,2016
　北投區,　　大同里,1984,1292,3499,5029,臺北市,2016
　北投區,　　溫泉里,2097,1623,3924,5759,臺北市,2016
　北投區,　　林泉里,806,927,1846,3002,臺北市,2016
　北投區,　　中心里,1811,1447,3494,5524,臺北市,2016
　北投區,　　中庸里,1431,984,2581,3820,臺北市,2016
　北投區,　　開明里,1833,1812,3891,5644,臺北市,2016
　北投區,　　中和里,1549,1508,3233,4328,臺北市,2016
　北投區,　　智仁里,1764,1552,3531,5187,臺北市,2016
　北投區,　　秀山里,913,974,1995,2908,臺北市,2016
　北投區,　　文化里,810,1483,2449,3475,臺北市,2016
　北投區,　　豐年里,1350,1133,2672,3819,臺北市,2016
　北投區,　　稻香里,1428,1297,2857,4388,臺北市,2016
　北投區,　　桃源里,1940,1402,3557,5157,臺北市,2016
　北投區,　　一德里,2399,1591,4195,6089,臺北市,2016
　北投區,　　關渡里,3342,2738,6451,9541,臺北市,2016
　北投區,　　泉源里,786,492,1357,2072,臺北市,2016
　北投區,　　湖山里,578,427,1038,1588,臺北市,2016
　北投區,　　大屯里,437,191,663,1033,臺北市,2016
　北投區,　　湖田里,299,216,558,885,臺北市,2016
　士林區,　　天母里,1839,1871,3861,5701,臺北市,2016
　士林區,　　三玉里,1740,1534,3420,4997,臺北市,2016
　士林區,　　天福里,1774,1671,3563,5240,臺北市,2016
　士林區,　　天祿里,1627,1271,3031,4476,臺北市,2016
　士林區,　　天壽里,1423,1350,2886,4214,臺北市,2016
　士林區,　　天山里,1903,1880,3944,5881,臺北市,2016
　士林區,　　天和里,2176,1983,4336,6321,臺北市,2016
　士林區,　　天玉里,2389,2303,4936,7262,臺北市,2016
　士林區,　　德行里,1334,1142,2595,3762,臺北市,2016
　士林區,　　德華里,1874,1377,3381,4818,臺北市,2016
　士林區,　　忠誠里,1224,1954,3316,4868,臺北市,2016
　士林區,　　蘭雅里,2560,2307,5120,7418,臺北市,2016
　士林區,　　蘭興里,2014,1663,3859,5556,臺北市,2016
　士林區,　　仁勇里,1360,0,2276,3370,臺北市,2016
　士林區,　　義信里,934,0,1762,2679,臺北市,2016
　士林區,　　福林里,872,0,1739,2611,臺北市,2016
　士林區,　　福德里,1353,0,2689,5089,臺北市,2016
　士林區,　　福志里,2130,0,4465,6511,臺北市,2016
　士林區,　　舊佳里,1985,0,3606,5258,臺北市,2016
　士林區,　　福佳里,2523,0,4623,6581,臺北市,2016
　士林區,　　後港里,2772,0,4603,6978,臺北市,2016
　士林區,　　福中里,2437,0,3973,5750,臺北市,2016
　士林區,　　前港里,1549,0,2616,3791,臺北市,2016
　士林區,　　百齡里,2510,0,4247,6083,臺北市,2016
　士林區,　　承德里,1659,0,3252,4856,臺北市,2016
　士林區,　　福華里,2005,0,3597,5529,臺北市,2016
　士林區,　　明勝里,1651,0,2879,4257,臺北市,2016
　士林區,　　福順里,1995,0,3094,4469,臺北市,2016
　士林區,　　富光里,2121,0,3296,5005,臺北市,2016
　士林區,　　葫蘆里,2633,0,4487,6482,臺北市,2016
　士林區,　　葫東里,1521,0,2377,3508,臺北市,2016
　士林區,　　社子里,2372,0,3765,5474,臺北市,2016
　士林區,　　社新里,3344,0,5142,7652,臺北市,2016
　士林區,　　社園里,2876,0,4265,6192,臺北市,2016
　士林區,　　永倫里,2838,0,4302,6369,臺北市,2016
　士林區,　　福安里,2292,0,2846,4109,臺北市,2016
　士林區,　　富洲里,2584,0,3425,4920,臺北市,2016
　士林區,　　岩山里,926,0,1969,2996,臺北市,2016
　士林區,　　名山里,2061,0,4201,6161,臺北市,2016
　士林區,　　聖山里,1328,0,3003,4309,臺北市,2016
　士林區,　　芝山里,2167,0,4297,6400,臺北市,2016
　士林區,　　東山里,1317,0,2941,4354,臺北市,2016
　士林區,　　永福里,468,0,741,1113,臺北市,2016
　士林區,　　公館里,516,0,779,1237,臺北市,2016
　士林區,　　新安里,719,0,1104,1760,臺北市,2016
　士林區,　　陽明里,929,0,1737,2713,臺北市,2016
　士林區,　　菁山里,522,0,938,1434,臺北市,2016
　士林區,　　平等里,690,0,899,1280,臺北市,2016
　士林區,　　溪山里,541,0,798,1263,臺北市,2016
　士林區,　　翠山里,476,0,1545,2373,臺北市,2016
　士林區,　　臨溪里,835,0,1695,2565,臺北市,2016
　大同區,　　玉泉里,981,0,1692,2535,臺北市,2016
　大同區,　　建明里,1190,0,1940,2951,臺北市,2016
　大同區,　　建功里,1557,0,2590,3934,臺北市,2016
　大同區,　　建泰里,1341,0,2136,3137,臺北市,2016
　大同區,　　永樂里,1935,0,3065,4554,臺北市,2016
　大同區,　　朝陽里,1554,0,2558,3819,臺北市,2016
　大同區,　　星明里,1915,0,3281,4898,臺北市,2016
　大同區,　　光能里,1880,0,3031,4243,臺北市,2016
　大同區,　　大有里,1847,0,2891,4151,臺北市,2016
　大同區,　　延平里,1370,0,2386,3555,臺北市,2016
　大同區,　　雙連里,3284,0,5297,7871,臺北市,2016
　大同區,　　南芳里,1323,0,2242,3367,臺北市,2016
　大同區,　　民權里,2116,0,3600,5363,臺北市,2016
　大同區,　　景星里,986,0,1579,2412,臺北市,2016
　大同區,　　隆和里,1121,0,1770,2584,臺北市,2016
　大同區,　　蓬萊里,1699,0,2839,4203,臺北市,2016
　大同區,　　國順里,1189,0,1768,2567,臺北市,2016
　大同區,　　國慶里,1590,0,2605,3747,臺北市,2016
　大同區,　　揚雅里,1375,0,2144,3793,臺北市,2016
　大同區,　　斯文里,1954,0,3089,4624,臺北市,2016
　大同區,　　鄰江里,2515,0,3967,5604,臺北市,2016
　大同區,　　至聖里,2811,0,4747,6863,臺北市,2016
　大同區,　　老師里,2288,0,3539,5061,臺北市,2016
　大同區,　　重慶里,2162,0,3856,5589,臺北市,2016
　大同區,　　保安里,1572,0,2499,3558,臺北市,2016
　中山區,　　正守里,0,778,1828,2749,臺北市,2016
　中山區,　　正義里,0,1196,2670,4482,臺北市,2016
　中山區,　　正得里,0,928,1999,3250,臺北市,2016
　中山區,　　民安里,0,1013,2635,4000,臺北市,2016
　中山區,　　康樂里,0,647,1403,2346,臺北市,2016
　中山區,　　中山里,0,1411,3385,5570,臺北市,2016
　中山區,　　聚盛里,0,1014,2214,3612,臺北市,2016
　中山區,　　集英里,0,1432,3856,5847,臺北市,2016
　中山區,　　聚葉里,0,872,2111,3367,臺北市,2016
　中山區,　　圓山里,0,964,2320,3625,臺北市,2016
　中山區,　　晴光里,0,1254,2773,4557,臺北市,2016
　中山區,　　恆安里,0,1100,2471,4070,臺北市,2016
　中山區,　　新庄里,0,1153,2892,4310,臺北市,2016
　中山區,　　劍潭里,0,1600,2138,3161,臺北市,2016
　中山區,　　大直里,0,2669,5424,7748,臺北市,2016
　中山區,　　成功里,0,1547,3406,5221,臺北市,2016
　中山區,　　永安里,0,2401,5205,7611,臺北市,2016
　中山區,　　金泰里,0,1887,3874,5871,臺北市,2016
　中山區,　　北安里,0,873,1524,2268,臺北市,2016
　中山區,　　新喜里,0,1206,3076,4566,臺北市,2016
　中山區,　　新福里,0,1032,2897,4339,臺北市,2016
　中山區,　　松江里,0,1542,3834,5574,臺北市,2016
　中山區,　　新生里,0,1110,2901,4263,臺北市,2016
　中山區,　　中庄里,0,1163,2987,4439,臺北市,2016
　中山區,　　大佳里,0,190,617,921,臺北市,2016
　中山區,　　行政里,0,1486,3428,6719,臺北市,2016
　中山區,　　行仁里,0,1836,4724,6971,臺北市,2016
　中山區,　　行孝里,0,887,2317,3504,臺北市,2016
　中山區,　　下埤里,0,1809,4490,6512,臺北市,2016
　中山區,　　江寧里,0,1764,3947,5852,臺北市,2016
　中山區,　　江山里,0,1739,4419,6449,臺北市,2016
　中山區,　　中吉里,0,1164,3172,4632,臺北市,2016
　中山區,　　中原里,0,1164,2933,4294,臺北市,2016
　中山區,　　興亞里,0,1286,3042,4552,臺北市,2016
　中山區,　　中央里,0,889,2022,2980,臺北市,2016
　中山區,　　朱馥里,0,1492,3283,5018,臺北市,2016
　中山區,　　龍洲里,0,2020,3027,4360,臺北市,2016
　中山區,　　朱園里,0,978,2488,3922,臺北市,2016
　中山區,　　埤頭里,0,884,1968,2948,臺北市,2016
　中山區,　　朱崙里,0,701,1601,2446,臺北市,2016
　中山區,　　力行里,0,1370,3357,5128,臺北市,2016
　中山區,　　復華里,0,1354,2609,3917,臺北市,2016
　松山區,　　精忠里,0,1241,2392,3557,臺北市,2016
　松山區,　　東光里,0,2117,4105,6194,臺北市,2016
　松山區,　　龍田里,0,3381,5404,8198,臺北市,2016
　松山區,　　東昌里,0,686,1513,2168,臺北市,2016
　松山區,　　東勢里,0,1102,2430,3665,臺北市,2016
　松山區,　　中華里,0,1758,3485,5083,臺北市,2016
　松山區,　　民有里,0,2312,5032,7413,臺北市,2016
　松山區,　　民福里,0,2117,3842,5589,臺北市,2016
　松山區,　　松基里,0,917,2045,3106,臺北市,2016
　松山區,　　莊敬里,0,1579,3056,4604,臺北市,2016
　松山區,　　東榮里,0,2130,4490,6527,臺北市,2016
　松山區,　　新益里,0,1292,2807,4012,臺北市,2016
　松山區,　　新東里,0,1362,2845,4144,臺北市,2016
　松山區,　　介壽里,0,1116,2487,3617,臺北市,2016
　松山區,　　三民里,0,1982,3857,5763,臺北市,2016
　松山區,　　富錦里,0,1484,2909,4387,臺北市,2016
　松山區,　　富泰里,0,1426,2558,3932,臺北市,2016
　松山區,　　自強里,0,3994,5562,8105,臺北市,2016
　松山區,　　鵬程里,0,1802,3161,4673,臺北市,2016
　松山區,　　安平里,0,2070,4842,7203,臺北市,2016
　內湖區,　　西湖里,0,1568,4336,6429,臺北市,2016
　內湖區,　　西康里,0,2265,5323,7906,臺北市,2016
　內湖區,　　西安里,0,1666,3943,5711,臺北市,2016
　內湖區,　　港墘里,0,1300,3428,5004,臺北市,2016
　內湖區,　　港都里,0,1163,3193,4603,臺北市,2016
　內湖區,　　港富里,0,2040,5438,7940,臺北市,2016
　內湖區,　　港華里,0,1953,5154,7424,臺北市,2016
　內湖區,　　內湖里,0,1372,3229,5008,臺北市,2016
　內湖區,　　湖濱里,0,2076,4666,6841,臺北市,2016
　內湖區,　　紫星里,0,1735,4671,6774,臺北市,2016
　內湖區,　　大湖里,0,1322,3143,4637,臺北市,2016
　內湖區,　　金龍里,0,1165,3072,4598,臺北市,2016
　內湖區,　　金瑞里,0,1407,3769,5582,臺北市,2016
　內湖區,　　碧山里,0,1520,3898,5840,臺北市,2016
　內湖區,　　紫雲里,0,1555,3309,4902,臺北市,2016
　內湖區,　　清白里,0,1700,4729,6936,臺北市,2016
　內湖區,　　葫洲里,0,1620,3733,5557,臺北市,2016
　內湖區,　　紫陽里,0,1961,4661,6877,臺北市,2016
　內湖區,　　瑞陽里,0,2227,4663,6672,臺北市,2016
　內湖區,　　瑞光里,0,1268,2802,4004,臺北市,2016
　內湖區,　　五分里,0,2022,5376,8450,臺北市,2016
　內湖區,　　東湖里,0,1558,4500,6722,臺北市,2016
　內湖區,　　樂康里,0,1672,4617,7003,臺北市,2016
　內湖區,　　內溝里,0,1004,2700,4023,臺北市,2016
　內湖區,　　週美里,0,1841,4270,6426,臺北市,2016
　內湖區,　　行善里,0,1616,3866,5674,臺北市,2016
　內湖區,　　石潭里,0,799,1936,3079,臺北市,2016
　內湖區,　　湖興里,0,1534,4116,7310,臺北市,2016
　內湖區,　　湖元里,0,1211,3080,4680,臺北市,2016
　內湖區,　　安湖里,0,1675,4202,6242,臺北市,2016
　內湖區,　　秀湖里,0,1469,3515,5301,臺北市,2016
　內湖區,　　安泰里,0,1196,2968,4510,臺北市,2016
　內湖區,　　金湖里,0,2120,5041,7521,臺北市,2016
　內湖區,　　康寧里,0,1738,4549,6850,臺北市,2016
　內湖區,　　明湖里,0,1159,2836,4265,臺北市,2016
　內湖區,　　蘆洲里,0,297,665,1036,臺北市,2016
　內湖區,　　麗山里,0,1169,3343,4898,臺北市,2016
　內湖區,　　寶湖里,0,1772,4230,6642,臺北市,2016
　內湖區,　　南湖里,0,1199,2877,4261,臺北市,2016
　南港區,　　南港里,0,1454,3240,5239,臺北市,2016
　南港區,　　中南里,0,955,2090,3204,臺北市,2016
　南港區,　　三重里,0,1460,3408,5411,臺北市,2016
　南港區,　　新富里,0,1027,2259,3372,臺北市,2016
　南港區,　　中研里,0,2435,5324,7691,臺北市,2016
　南港區,　　九如里,0,1894,3551,5380,臺北市,2016
　南港區,　　舊莊里,0,2307,4911,7634,臺北市,2016
　南港區,　　東新里,0,1780,3998,5933,臺北市,2016
　南港區,　　重陽里,0,1303,2802,4100,臺北市,2016
　南港區,　　東明里,0,1299,2667,3935,臺北市,2016
　南港區,　　西新里,0,962,2662,3969,臺北市,2016
　南港區,　　玉成里,0,1157,2837,4163,臺北市,2016
　南港區,　　合成里,0,1670,3972,5941,臺北市,2016
　南港區,　　新光里,0,1116,2229,3181,臺北市,2016
　南港區,　　聯成里,0,1367,2961,4374,臺北市,2016
　南港區,　　萬福里,0,1199,2573,3605,臺北市,2016
　南港區,　　鴻福里,0,1224,2735,3993,臺北市,2016
　南港區,　　百福里,0,1409,3042,4579,臺北市,2016
　南港區,　　成福里,0,2114,4455,6452,臺北市,2016
　南港區,　　仁福里,0,1546,3137,4669,臺北市,2016
　萬華區,　　福星里,0,1471,2984,4715,臺北市,2016
　萬華區,　　萬壽里,0,850,1790,2995,臺北市,2016
　萬華區,　　西門里,0,949,2040,3310,臺北市,2016
　萬華區,　　新起里,0,1548,3722,5645,臺北市,2016
　萬華區,　　菜園里,0,1364,3556,5271,臺北市,2016
　萬華區,　　青山里,0,1319,3327,5077,臺北市,2016
　萬華區,　　富民里,0,1044,2956,4409,臺北市,2016
　萬華區,　　福音里,0,827,2103,3039,臺北市,2016
　萬華區,　　仁德里,0,1220,2893,4170,臺北市,2016
　萬華區,　　富福里,0,1114,2934,5497,臺北市,2016
　萬華區,　　柳鄉里,0,1090,3149,4701,臺北市,2016
　萬華區,　　華江里,0,1943,4929,7319,臺北市,2016
　萬華區,　　糖廍里,0,1225,3280,4832,臺北市,2016
　萬華區,　　綠堤里,0,1113,2462,3765,臺北市,2016
　萬華區,　　頂碩里,0,1518,4449,6390,臺北市,2016
　萬華區,　　雙園里,0,1020,2724,3964,臺北市,2016
　萬華區,　　和平里,0,1359,4149,6044,臺北市,2016
　萬華區,　　和德里,0,1532,4002,6030,臺北市,2016
　萬華區,　　全德里,0,1018,2485,3563,臺北市,2016
　萬華區,　　日善里,0,875,2270,3162,臺北市,2016
　萬華區,　　壽德里,0,1297,3084,4462,臺北市,2016
　萬華區,　　忠德里,0,934,2554,3701,臺北市,2016
　萬華區,　　錦德里,0,1284,3320,4826,臺北市,2016
　萬華區,　　銘德里,0,1110,2835,4066,臺北市,2016
　萬華區,　　孝德里,0,687,2047,2875,臺北市,2016
　萬華區,　　保德里,0,858,2025,2850,臺北市,2016
　萬華區,　　榮德里,0,901,2199,3164,臺北市,2016
　萬華區,　　華中里,0,1497,3767,5339,臺北市,2016
　萬華區,　　興德里,0,1113,2851,4137,臺北市,2016
　萬華區,　　日祥里,0,1981,3360,4790,臺北市,2016
　萬華區,　　忠貞里,0,1849,2943,4290,臺北市,2016
　萬華區,　　新忠里,0,1504,2085,3121,臺北市,2016
　萬華區,　　新和里,0,3514,5181,7451,臺北市,2016
　萬華區,　　新安里,0,1867,3511,5387,臺北市,2016
　萬華區,　　凌霄里,0,1284,2258,3288,臺北市,2016
　萬華區,　　騰雲里,0,1042,1901,2683,臺北市,2016
　中正區,　　永功里,0,1552,3491,5192,臺北市,2016
　中正區,　　永昌里,0,1446,3063,4412,臺北市,2016
　中正區,　　龍興里,0,990,2107,3134,臺北市,2016
　中正區,　　忠勤里,0,1880,3754,5805,臺北市,2016
　中正區,　　廈安里,0,1001,2210,3364,臺北市,2016
　中正區,　　愛國里,0,842,1763,2585,臺北市,2016
　中正區,　　南門里,0,884,1566,2180,臺北市,2016
　中正區,　　龍光里,0,956,1846,2716,臺北市,2016
　中正區,　　南福里,0,2709,5484,8040,臺北市,2016
　中正區,　　龍福里,0,1636,3320,5869,臺北市,2016
　中正區,　　新營里,0,2624,4737,6882,臺北市,2016
　中正區,　　建國里,0,402,771,1170,臺北市,2016
　中正區,　　光復里,0,942,1979,3081,臺北市,2016
　中正區,　　黎明里,0,862,1624,2667,臺北市,2016
　中正區,　　梅花里,0,850,1818,2786,臺北市,2016
　中正區,　　幸福里,0,1214,2484,3781,臺北市,2016
　中正區,　　幸市里,0,1271,2671,3866,臺北市,2016
　中正區,　　東門里,0,1216,2221,3364,臺北市,2016
　中正區,　　文北里,0,1443,3040,4572,臺北市,2016
　中正區,　　文祥里,0,2037,4198,6124,臺北市,2016
　中正區,　　三愛里,0,2201,4623,6950,臺北市,2016
　大安區,　　德安里,0,1388,2957,4735,臺北市,2016
　大安區,　　仁慈里,0,1177,2886,4207,臺北市,2016
　大安區,　　和安里,0,1766,3610,5470,臺北市,2016
　大安區,　　民炤里,0,1805,4309,6646,臺北市,2016
　大安區,　　仁愛里,0,1238,2706,4486,臺北市,2016
　大安區,　　義村里,0,1851,3356,5199,臺北市,2016
　大安區,　　民輝里,0,1572,3735,5805,臺北市,2016
　大安區,　　昌隆里,0,765,1742,2692,臺北市,2016
　大安區,　　誠安里,0,1040,2352,3635,臺北市,2016
　大安區,　　光武里,0,1790,4033,6466,臺北市,2016
　大安區,　　龍坡里,0,1409,3176,4682,臺北市,2016
　大安區,　　龍泉里,0,1014,2621,3899,臺北市,2016
　大安區,　　古風里,0,1026,2369,3510,臺北市,2016
　大安區,　　古莊里,0,1647,3826,5801,臺北市,2016
　大安區,　　龍安里,0,1519,3441,6485,臺北市,2016
　大安區,　　錦安里,0,1440,3126,4721,臺北市,2016
　大安區,　　福住里,0,1499,3265,4942,臺北市,2016
　大安區,　　永康里,0,926,1966,2988,臺北市,2016
　大安區,　　光明里,0,794,1853,2764,臺北市,2016
　大安區,　　錦泰里,0,900,1859,2787,臺北市,2016
　大安區,　　錦華里,0,1436,3046,4396,臺北市,2016
　大安區,　　龍圖里,0,1717,3695,5680,臺北市,2016
　大安區,　　新龍里,0,1978,3709,5486,臺北市,2016
　大安區,　　龍陣里,0,919,2048,3054,臺北市,2016
　大安區,　　龍雲里,0,1209,2692,4104,臺北市,2016
　大安區,　　龍生里,0,1663,3596,5352,臺北市,2016
　大安區,　　住安里,0,1309,2793,4456,臺北市,2016
　大安區,　　義安里,0,1424,2857,4520,臺北市,2016
　大安區,　　通化里,0,1426,3484,5265,臺北市,2016
　大安區,　　通安里,0,1409,3212,4784,臺北市,2016
