TOWN_NM,VILL_NM,DPP,KMT,total_vote,eligible_vote,HSN_NM,year
　楠梓區,慶昌里,804,1290,2100,3128,高雄市,2008
　楠梓區,隆昌里,775,1232,2015,3182,高雄市,2008
　楠梓區,秀昌里,446,768,1219,2003,高雄市,2008
　楠梓區,裕昌里,1003,1062,2068,3190,高雄市,2008
　楠梓區,國昌里,850,1096,1958,3224,高雄市,2008
　楠梓區,加昌里,1299,2727,4053,6640,高雄市,2008
　楠梓區,仁昌里,725,1403,2135,3731,高雄市,2008
　楠梓區,藍田里,605,788,1407,2233,高雄市,2008
　楠梓區,中興里,352,306,659,1047,高雄市,2008
　楠梓區,中和里,570,352,927,1525,高雄市,2008
　左營區,進學里,432,535,971,1933,高雄市,2008
　左營區,尾西里,470,288,766,1149,高雄市,2008
　左營區,頂北里,217,150,370,571,高雄市,2008
　左營區,中北里,319,138,461,686,高雄市,2008
　左營區,中南里,252,84,340,547,高雄市,2008
　左營區,廟東里,428,152,581,862,高雄市,2008
　左營區,廟北里,458,173,633,961,高雄市,2008
　左營區,尾南里,351,137,492,770,高雄市,2008
　左營區,尾北里,1004,845,1856,2850,高雄市,2008
　左營區,屏山里,228,801,1031,1472,高雄市,2008
　左營區,祥和里,19,353,373,497,高雄市,2008
　左營區,永清里,55,1104,1164,1695,高雄市,2008
　左營區,復興里,36,735,774,1084,高雄市,2008
　左營區,莒光里,279,835,1119,1724,高雄市,2008
　左營區,光輝里,554,1066,1629,2531,高雄市,2008
　左營區,合群里,32,756,791,1149,高雄市,2008
　左營區,明建里,25,911,938,1365,高雄市,2008
　左營區,頂西里,489,228,720,1072,高雄市,2008
　左營區,聖后里,378,171,553,856,高雄市,2008
　左營區,聖西里,149,73,222,338,高雄市,2008
　左營區,聖南里,199,121,321,535,高雄市,2008
　左營區,城南里,240,132,373,548,高雄市,2008
　左營區,路東里,283,198,485,741,高雄市,2008
　左營區,�北里,243,71,315,477,高雄市,2008
　左營區,�南里,266,187,453,690,高雄市,2008
　左營區,埤西里,339,320,662,1037,高雄市,2008
　左營區,埤北里,265,593,861,1360,高雄市,2008
　左營區,埤東里,319,378,701,1083,高雄市,2008
　左營區,海勝里,314,3748,4074,5740,高雄市,2008
　左營區,崇實里,91,907,999,1467,高雄市,2008
　左營區,自助里,77,1208,1289,1904,高雄市,2008
　左營區,果貿里,81,1205,1293,1814,高雄市,2008
　左營區,果惠里,148,855,1008,1547,高雄市,2008
　左營區,果峰里,107,1066,1174,1687,高雄市,2008
　左營區,新下里,2528,3779,6349,10454,高雄市,2008
　左營區,新上里,5374,6885,12323,20239,高雄市,2008
　左營區,新中里,1702,1099,2812,4528,高雄市,2008
　左營區,新光里,2754,3618,6410,10307,高雄市,2008
　左營區,菜公里,5047,7230,12347,20495,高雄市,2008
　左營區,福山里,5116,8547,13734,23635,高雄市,2008
　鼓山區,鼓峰里,459,850,1324,2033,高雄市,2008
　鼓山區,雄峰里,285,993,1285,2053,高雄市,2008
　鼓山區,前峰里,1020,1733,2775,4207,高雄市,2008
　鼓山區,光榮里,1419,930,2358,3734,高雄市,2008
　鼓山區,民族里,471,484,960,1417,高雄市,2008
　鼓山區,內惟里,479,255,735,1158,高雄市,2008
　鼓山區,建國里,749,714,1470,2208,高雄市,2008
　鼓山區,忠正里,1212,1214,2445,3863,高雄市,2008
　鼓山區,自強里,18,576,598,785,高雄市,2008
　鼓山區,龍井里,446,419,870,1400,高雄市,2008
　鼓山區,正德里,657,467,1128,1851,高雄市,2008
　鼓山區,平和里,1216,828,2062,3289,高雄市,2008
　鼓山區,民強里,987,721,1714,2686,高雄市,2008
　鼓山區,厚生里,1020,646,1676,2747,高雄市,2008
　鼓山區,龍子里,2301,2842,5165,8817,高雄市,2008
　鼓山區,龍水里,1680,2913,4616,8030,高雄市,2008
　鼓山區,明誠里,2779,4912,7725,12965,高雄市,2008
　鼓山區,華豐里,833,1577,2425,3701,高雄市,2008
　鼓山區,裕興里,640,1185,1833,2858,高雄市,2008
　鼓山區,裕豐里,393,1089,1489,2378,高雄市,2008
　鼓山區,鼓岩里,488,332,825,1412,高雄市,2008
　鼓山區,樹德里,430,309,741,1179,高雄市,2008
　鼓山區,寶樹里,391,274,670,1255,高雄市,2008
　鼓山區,興宗里,463,434,901,1425,高雄市,2008
　鼓山區,光化里,386,471,862,1367,高雄市,2008
　鼓山區,山下里,320,439,764,1204,高雄市,2008
　鼓山區,河邊里,464,495,965,1521,高雄市,2008
　鼓山區,綠川里,533,353,894,1513,高雄市,2008
　鼓山區,登山里,188,226,419,741,高雄市,2008
　鼓山區,峰南里,320,263,585,997,高雄市,2008
　鼓山區,麗興里,358,263,628,1068,高雄市,2008
　鼓山區,新民里,377,288,671,1113,高雄市,2008
　鼓山區,延平里,353,204,561,888,高雄市,2008
　鼓山區,維生里,510,317,832,1396,高雄市,2008
　鼓山區,惠安里,486,293,787,1352,高雄市,2008
　鼓山區,壽山里,493,334,833,1497,高雄市,2008
　鼓山區,哨船頭里,343,357,705,1126,高雄市,2008
　鼓山區,桃源里,127,214,343,612,高雄市,2008
　鹽埕區,藍橋里,487,363,853,1305,高雄市,2008
　鹽埕區,慈愛里,108,138,251,389,高雄市,2008
　鹽埕區,博愛里,273,160,439,709,高雄市,2008
　鹽埕區,壽星里,408,421,832,1353,高雄市,2008
　鹽埕區,中山里,407,343,754,1132,高雄市,2008
　鹽埕區,教仁里,767,641,1411,2188,高雄市,2008
　鹽埕區,新樂里,294,303,601,912,高雄市,2008
　鹽埕區,中原里,287,217,509,710,高雄市,2008
　鹽埕區,光明里,440,328,770,1237,高雄市,2008
　鹽埕區,育仁里,267,248,521,814,高雄市,2008
　鹽埕區,河濱里,561,566,1130,1822,高雄市,2008
　鹽埕區,沙地里,363,227,591,1043,高雄市,2008
　鹽埕區,南端里,340,347,692,1104,高雄市,2008
　鹽埕區,港都里,365,315,680,1143,高雄市,2008
　鹽埕區,江西里,395,347,746,1189,高雄市,2008
　鹽埕區,新豐里,202,174,378,612,高雄市,2008
　鹽埕區,府北里,521,526,1059,1800,高雄市,2008
　鹽埕區,陸橋里,399,360,761,1262,高雄市,2008
　鹽埕區,瀨南里,254,170,426,684,高雄市,2008
　鹽埕區,新化里,234,198,436,649,高雄市,2008
　鹽埕區,江南里,375,181,557,899,高雄市,2008
　旗津區,旗下里,410,301,715,1179,高雄市,2008
　旗津區,永安里,363,292,660,1119,高雄市,2008
　旗津區,振興里,583,377,965,1680,高雄市,2008
　旗津區,慈愛里,646,587,1239,2182,高雄市,2008
　旗津區,復興里,704,782,1494,2829,高雄市,2008
　旗津區,中華里,494,324,823,1299,高雄市,2008
　旗津區,實踐里,146,580,727,1305,高雄市,2008
　旗津區,北汕里,736,563,1306,2494,高雄市,2008
　旗津區,南汕里,639,351,999,1782,高雄市,2008
　旗津區,上竹里,836,475,1317,2594,高雄市,2008
　旗津區,中洲里,605,316,926,1717,高雄市,2008
　旗津區,安順里,286,158,447,882,高雄市,2008
　旗津區,中興里,764,565,1340,2337,高雄市,2008
　三民區,川東里,556,558,1119,1785,高雄市,2008
　三民區,德西里,332,355,694,1158,高雄市,2008
　三民區,裕民里,364,371,739,1206,高雄市,2008
　三民區,力行里,404,374,785,1121,高雄市,2008
　三民區,豐裕里,836,719,1566,2579,高雄市,2008
　三民區,千秋里,773,592,1379,2287,高雄市,2008
　三民區,千北里,439,365,809,1269,高雄市,2008
　三民區,立德里,364,408,775,1278,高雄市,2008
　三民區,千歲里,394,341,738,1169,高雄市,2008
　三民區,鳳南里,444,266,714,1073,高雄市,2008
　三民區,興德里,518,455,981,1706,高雄市,2008
　三民區,鳳北里,630,387,1022,1620,高雄市,2008
　三民區,德北里,650,533,1191,1990,高雄市,2008
　三民區,十全里,583,350,938,1500,高雄市,2008
　三民區,十美里,627,486,1120,1805,高雄市,2008
　三民區,安邦里,1205,973,2191,3763,高雄市,2008
　三民區,安宜里,1126,825,1962,3099,高雄市,2008
　三民區,安泰里,1258,1040,2318,3847,高雄市,2008
　三民區,民享里,770,526,1304,2061,高雄市,2008
　三民區,精華里,523,491,1026,1553,高雄市,2008
　三民區,德行里,413,288,703,1077,高雄市,2008
　三民區,德東里,286,243,532,843,高雄市,2008
　三民區,立誠里,340,222,565,866,高雄市,2008
　三民區,立業里,389,268,663,1025,高雄市,2008
　三民區,安生里,664,382,1056,1579,高雄市,2008
　三民區,安和里,1035,605,1655,2599,高雄市,2008
　三民區,安東里,1064,843,1918,3014,高雄市,2008
　三民區,達明里,587,422,1014,1597,高雄市,2008
　三民區,達德里,534,385,926,1426,高雄市,2008
　三民區,達仁里,457,418,880,1408,高雄市,2008
　三民區,達勇里,372,297,673,1040,高雄市,2008
　三民區,德智里,754,707,1473,2380,高雄市,2008
　三民區,德仁里,560,525,1092,1841,高雄市,2008
　三民區,同德里,939,783,1732,2797,高雄市,2008
　三民區,建東里,286,277,568,1116,高雄市,2008
　三民區,港西里,278,198,480,797,高雄市,2008
　三民區,長明里,319,339,667,1133,高雄市,2008
　三民區,港東里,446,319,768,1319,高雄市,2008
　三民區,港北里,51,42,93,143,高雄市,2008
　三民區,港新里,426,407,842,1412,高雄市,2008
　三民區,博愛里,352,359,715,1155,高雄市,2008
　三民區,博惠里,1203,1208,2428,4012,高雄市,2008
　三民區,鼎金里,868,812,1843,3279,高雄市,2008
　三民區,鼎盛里,1478,1715,3461,6140,高雄市,2008
　三民區,鼎強里,937,874,1961,3427,高雄市,2008
　三民區,鼎力里,912,933,2008,3368,高雄市,2008
　三民區,鼎西里,1626,1506,3560,6090,高雄市,2008
　三民區,鼎中里,915,852,2049,3152,高雄市,2008
　三民區,鼎泰里,3774,5861,10273,16838,高雄市,2008
　三民區,本館里,2095,2022,4549,7565,高雄市,2008
　三民區,本和里,1421,1737,3542,6099,高雄市,2008
　三民區,本文里,576,594,1267,2002,高雄市,2008
　三民區,本武里,469,378,941,1531,高雄市,2008
　三民區,本元里,1137,1447,2798,4655,高雄市,2008
　三民區,本安里,943,1351,2458,4026,高雄市,2008
　三民區,本上里,967,1488,2612,4326,高雄市,2008
　三民區,本揚里,1771,2053,4049,6768,高雄市,2008
　三民區,寶獅里,783,943,1931,3409,高雄市,2008
　三民區,寶德里,1247,1264,2692,4488,高雄市,2008
　三民區,寶泰里,828,1006,1955,3460,高雄市,2008
　三民區,寶興里,1554,1652,3462,5608,高雄市,2008
　三民區,寶中里,801,775,1696,2788,高雄市,2008
　三民區,寶華里,588,978,1699,2914,高雄市,2008
　三民區,寶國里,1762,2088,4104,6866,高雄市,2008
　三民區,寶民里,606,835,1604,2686,高雄市,2008
　三民區,寶慶里,581,696,1443,2514,高雄市,2008
　三民區,寶業里,1095,1246,2516,4319,高雄市,2008
　三民區,寶盛里,1095,1404,2682,4412,高雄市,2008
　三民區,寶安里,1416,1834,3514,6137,高雄市,2008
　三民區,寶龍里,1151,1170,2492,4013,高雄市,2008
　三民區,寶珠里,1252,1329,2811,5370,高雄市,2008
　三民區,寶玉里,1728,2192,4175,7355,高雄市,2008
　三民區,灣子里,789,786,1712,3107,高雄市,2008
　三民區,灣愛里,619,617,1532,2923,高雄市,2008
　三民區,灣中里,1213,1099,2508,4255,高雄市,2008
　三民區,灣華里,691,665,1471,2606,高雄市,2008
　三民區,灣勝里,666,473,1238,1979,高雄市,2008
　三民區,灣利里,980,762,1936,3174,高雄市,2008
　三民區,灣復里,792,817,1746,3136,高雄市,2008
　三民區,正興里,2064,2863,5280,9363,高雄市,2008
　三民區,正順里,903,894,1953,3317,高雄市,2008
　三民區,灣興里,475,431,987,1626,高雄市,2008
　三民區,灣成里,510,581,1203,2065,高雄市,2008
　三民區,安康里,696,732,1718,2866,高雄市,2008
　三民區,安寧里,515,505,1167,1976,高雄市,2008
　三民區,安吉里,990,1276,2488,4448,高雄市,2008
　三民區,安發里,1113,1290,2561,4352,高雄市,2008
　前金區,三川里,260,194,469,761,高雄市,2008
　前金區,草江里,275,386,672,1115,高雄市,2008
　前金區,長城里,497,318,828,1397,高雄市,2008
　前金區,北金里,255,191,461,848,高雄市,2008
　前金區,東金里,319,256,590,959,高雄市,2008
　前金區,新生里,829,966,1838,3080,高雄市,2008
　前金區,後金里,230,263,499,896,高雄市,2008
　前金區,長興里,299,321,626,1093,高雄市,2008
　前金區,青山里,357,445,827,1521,高雄市,2008
　前金區,民生里,216,191,416,725,高雄市,2008
　前金區,復元里,266,317,591,1003,高雄市,2008
　前金區,林投里,300,312,625,1200,高雄市,2008
　前金區,國民里,327,300,643,1078,高雄市,2008
　前金區,社東里,441,556,1019,1672,高雄市,2008
　前金區,社西里,302,355,675,1180,高雄市,2008
　前金區,博孝里,282,248,538,921,高雄市,2008
　前金區,長生里,397,477,895,1560,高雄市,2008
　前金區,榮復里,378,339,728,1253,高雄市,2008
　前金區,文西里,346,323,691,1060,高雄市,2008
　前金區,文東里,378,388,779,1288,高雄市,2008
　新興區,浩然里,464,680,1169,1914,高雄市,2008
　新興區,振成里,345,375,727,1239,高雄市,2008
　新興區,德生里,677,908,1618,2717,高雄市,2008
　新興區,振華里,327,430,774,1216,高雄市,2008
　新興區,正氣里,489,498,1004,1579,高雄市,2008
　新興區,德政里,202,272,490,761,高雄市,2008
　新興區,仁聲里,234,270,516,920,高雄市,2008
　新興區,德望里,526,636,1186,2050,高雄市,2008
　新興區,華聲里,334,277,622,998,高雄市,2008
　新興區,蕉園里,267,224,500,768,高雄市,2008
　新興區,永寧里,385,418,820,1386,高雄市,2008
　新興區,玉衡里,263,288,565,1032,高雄市,2008
　新興區,順昌里,620,574,1223,1999,高雄市,2008
　新興區,文昌里,679,836,1554,2564,高雄市,2008
　新興區,光耀里,658,761,1458,2318,高雄市,2008
　新興區,興昌里,465,583,1063,1707,高雄市,2008
　新興區,開平里,896,1014,1953,3068,高雄市,2008
　新興區,成功里,284,423,723,1167,高雄市,2008
　新興區,新江里,368,272,652,1149,高雄市,2008
　新興區,黎明里,274,234,517,917,高雄市,2008
　新興區,愛平里,258,249,518,852,高雄市,2008
　新興區,南港里,777,553,1355,2095,高雄市,2008
　新興區,中東里,589,799,1423,2729,高雄市,2008
　新興區,明莊里,247,199,456,790,高雄市,2008
　新興區,大明里,364,287,669,1118,高雄市,2008
　新興區,秋山里,322,213,552,929,高雄市,2008
　新興區,長驛里,266,242,519,950,高雄市,2008
　新興區,建興里,288,210,510,860,高雄市,2008
　新興區,建華里,320,223,559,925,高雄市,2008
　新興區,漢民里,321,209,537,840,高雄市,2008
　新興區,榮治里,232,236,480,790,高雄市,2008
　新興區,東坡里,462,290,769,1270,高雄市,2008
　苓雅區,博仁里,153,209,367,606,高雄市,2008
　苓雅區,苓洲里,320,473,804,1318,高雄市,2008
　苓雅區,苓昇里,459,395,872,1384,高雄市,2008
　苓雅區,苓中里,481,436,939,1650,高雄市,2008
　苓雅區,苓雅里,347,480,845,1453,高雄市,2008
　苓雅區,苓東里,475,421,917,1602,高雄市,2008
　苓雅區,城北里,437,423,876,1544,高雄市,2008
　苓雅區,城西里,239,167,411,660,高雄市,2008
　苓雅區,城東里,546,549,1118,1997,高雄市,2008
　苓雅區,意誠里,652,909,1592,2983,高雄市,2008
　苓雅區,鼓中里,388,307,713,1096,高雄市,2008
　苓雅區,田西里,432,391,843,1325,高雄市,2008
　苓雅區,人和里,490,505,1023,1834,高雄市,2008
　苓雅區,仁政里,333,454,796,1307,高雄市,2008
　苓雅區,廣澤里,670,514,1208,1957,高雄市,2008
　苓雅區,美田里,336,380,734,1212,高雄市,2008
　苓雅區,華堂里,797,875,1702,2936,高雄市,2008
　苓雅區,日中里,588,626,1244,2167,高雄市,2008
　苓雅區,普照里,747,793,1565,2550,高雄市,2008
　苓雅區,和煦里,636,654,1318,2084,高雄市,2008
　苓雅區,晴朗里,335,369,721,1650,高雄市,2008
　苓雅區,普天里,821,971,1823,2912,高雄市,2008
　苓雅區,林富里,454,668,1147,1883,高雄市,2008
　苓雅區,林圍里,522,805,1354,2222,高雄市,2008
　苓雅區,林安里,394,537,945,1527,高雄市,2008
　苓雅區,光華里,282,187,481,753,高雄市,2008
　苓雅區,林興里,487,354,858,1406,高雄市,2008
　苓雅區,林華里,897,816,1748,2915,高雄市,2008
　苓雅區,林西里,462,532,1014,1699,高雄市,2008
　苓雅區,林中里,839,975,1857,3146,高雄市,2008
　苓雅區,林泉里,409,764,1190,1865,高雄市,2008
　苓雅區,林南里,652,1048,1732,2876,高雄市,2008
　苓雅區,中正里,680,902,1619,2625,高雄市,2008
　苓雅區,尚義里,351,554,922,1494,高雄市,2008
　苓雅區,同慶里,463,854,1346,2115,高雄市,2008
　苓雅區,凱旋里,345,752,1125,1845,高雄市,2008
　苓雅區,安祥里,589,806,1428,2411,高雄市,2008
　苓雅區,奏捷里,406,592,1016,1614,高雄市,2008
　苓雅區,福壽里,562,375,958,1512,高雄市,2008
　苓雅區,福南里,775,571,1378,2271,高雄市,2008
　苓雅區,五權里,542,644,1215,1957,高雄市,2008
　苓雅區,民主里,1022,1168,2237,3864,高雄市,2008
　苓雅區,林德里,495,645,1161,1869,高雄市,2008
　苓雅區,林貴里,379,506,907,1395,高雄市,2008
　苓雅區,林榮里,1020,1326,2383,3951,高雄市,2008
　苓雅區,英明里,629,523,1173,2034,高雄市,2008
　苓雅區,林靖里,319,643,974,1553,高雄市,2008
　苓雅區,朝陽里,474,426,918,1498,高雄市,2008
　苓雅區,福隆里,771,778,1566,2706,高雄市,2008
　苓雅區,福祥里,368,413,791,1279,高雄市,2008
　苓雅區,福海里,252,360,630,1014,高雄市,2008
　苓雅區,福康里,655,466,1140,1850,高雄市,2008
　苓雅區,福人里,593,614,1243,2069,高雄市,2008
　苓雅區,福地里,791,844,1684,2788,高雄市,2008
　苓雅區,福居里,885,738,1664,2752,高雄市,2008
　苓雅區,福東里,676,815,1519,2525,高雄市,2008
　苓雅區,福西里,586,487,1090,1889,高雄市,2008
